annotation_count,api_path,artist_names,full_title,header_image_thumbnail_url,header_image_url,id,lyrics_owner_id,lyrics_state,path,pyongs_count,relationships_index_url,release_date_components,release_date_for_display,release_date_with_abbreviated_month_for_display,song_art_image_thumbnail_url,song_art_image_url,stats,title,title_with_featured,url,featured_artists,primary_artist,stat_unreviewed_annotations,stat_concurrents,stat_hot,stat_pageviews,primary_artist_api_path,primary_artist_header_image_url,primary_artist_id,primary_artist_image_url,primary_artist_is_meme_verified,primary_artist_is_verified,primary_artist_name,primary_artist_url,primary_artist_iq
27,/songs/2921310,The Fold,The Weekend Whip by The Fold,https://images.genius.com/d2ec18a830adcbbf9237c2922dcd42dd.300x300x1.jpg,https://images.genius.com/d2ec18a830adcbbf9237c2922dcd42dd.500x500x1.jpg,2921310,3805496,complete,/The-fold-the-weekend-whip-lyrics,6,https://genius.com/The-fold-the-weekend-whip-sample,"{'year': 2011, 'month': 12, 'day': 8}","December 8, 2011","Dec. 8, 2011",https://images.genius.com/d2ec18a830adcbbf9237c2922dcd42dd.300x300x1.jpg,https://images.genius.com/d2ec18a830adcbbf9237c2922dcd42dd.500x500x1.jpg,"{'unreviewed_annotations': 26, 'hot': False, 'pageviews': 104119}",The Weekend Whip,The Weekend Whip,https://genius.com/The-fold-the-weekend-whip-lyrics,[],"{'api_path': '/artists/45284', 'header_image_url': 'https://images.genius.com/b92d60e5d8a45168eaf045ff888bd6e3.1000x623x1.jpg', 'id': 45284, 'image_url': 'https://images.genius.com/c3b0e3660d61026ac6531d38a028d96d.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'The Fold', 'url': 'https://genius.com/artists/The-fold'}",26,,False,104119,/artists/45284,https://images.genius.com/b92d60e5d8a45168eaf045ff888bd6e3.1000x623x1.jpg,45284,https://images.genius.com/c3b0e3660d61026ac6531d38a028d96d.1000x1000x1.jpg,False,False,The Fold,https://genius.com/artists/The-fold,
1,/songs/3368979,SZA & Calvin Harris,The Weekend (Funk Wav Remix) by SZA & Calvin Harris,https://images.genius.com/195058fc6e8531541eef12b79dd49144.300x300x1.png,https://images.genius.com/195058fc6e8531541eef12b79dd49144.1000x1000x1.png,3368979,2034060,complete,/Sza-and-calvin-harris-the-weekend-funk-wav-remix-lyrics,7,https://genius.com/Sza-and-calvin-harris-the-weekend-funk-wav-remix-sample,"{'year': 2017, 'month': 12, 'day': 15}","December 15, 2017","Dec. 15, 2017",https://images.genius.com/195058fc6e8531541eef12b79dd49144.300x300x1.png,https://images.genius.com/195058fc6e8531541eef12b79dd49144.1000x1000x1.png,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 92504}",The Weekend (Funk Wav Remix),The Weekend (Funk Wav Remix),https://genius.com/Sza-and-calvin-harris-the-weekend-funk-wav-remix-lyrics,[],"{'api_path': '/artists/3656310', 'header_image_url': 'https://assets.genius.com/images/default_avatar_300.png?1707847067', 'id': 3656310, 'image_url': 'https://assets.genius.com/images/default_avatar_300.png?1707847067', 'is_meme_verified': False, 'is_verified': False, 'name': 'SZA & Calvin Harris', 'url': 'https://genius.com/artists/Sza-and-calvin-harris'}",0,,False,92504,/artists/3656310,https://assets.genius.com/images/default_avatar_300.png?1707847067,3656310,https://assets.genius.com/images/default_avatar_300.png?1707847067,False,False,SZA & Calvin Harris,https://genius.com/artists/Sza-and-calvin-harris,
6,/songs/2905373,John Mayer,Love on the Weekend by John Mayer,https://images.genius.com/c5a7c0474dced31004655420b1767969.300x300x1.jpg,https://images.genius.com/c5a7c0474dced31004655420b1767969.1000x1000x1.jpg,2905373,1325454,complete,/John-mayer-love-on-the-weekend-lyrics,3,https://genius.com/John-mayer-love-on-the-weekend-sample,"{'year': 2016, 'month': 11, 'day': 17}","November 17, 2016","Nov. 17, 2016",https://images.genius.com/5fa2db53a1b49336acf89a1144848cb8.300x300x1.jpg,https://images.genius.com/5fa2db53a1b49336acf89a1144848cb8.1000x1000x1.jpg,"{'unreviewed_annotations': 3, 'hot': False, 'pageviews': 98985}",Love on the Weekend,Love on the Weekend,https://genius.com/John-mayer-love-on-the-weekend-lyrics,[],"{'api_path': '/artists/488', 'header_image_url': 'https://images.genius.com/1be04874b28d6828360f2e453df9a1da.1000x429x1.jpg', 'id': 488, 'image_url': 'https://images.genius.com/77f8c062eb605456716eec0efbe96553.640x640x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'John Mayer', 'url': 'https://genius.com/artists/John-mayer'}",3,,False,98985,/artists/488,https://images.genius.com/1be04874b28d6828360f2e453df9a1da.1000x429x1.jpg,488,https://images.genius.com/77f8c062eb605456716eec0efbe96553.640x640x1.jpg,False,False,John Mayer,https://genius.com/artists/John-mayer,
3,/songs/401879,Neil Young,Out on the Weekend by Neil Young,https://images.genius.com/fdbfeced5bc6c1296d3d21020866b530.300x300x1.jpg,https://images.genius.com/fdbfeced5bc6c1296d3d21020866b530.1000x1000x1.jpg,401879,714915,complete,/Neil-young-out-on-the-weekend-lyrics,2,https://genius.com/Neil-young-out-on-the-weekend-sample,"{'year': 1972, 'month': 2, 'day': 1}","February 1, 1972","Feb. 1, 1972",https://images.genius.com/fdbfeced5bc6c1296d3d21020866b530.300x300x1.jpg,https://images.genius.com/fdbfeced5bc6c1296d3d21020866b530.1000x1000x1.jpg,"{'unreviewed_annotations': 1, 'hot': False, 'pageviews': 74753}",Out on the Weekend,Out on the Weekend,https://genius.com/Neil-young-out-on-the-weekend-lyrics,[],"{'api_path': '/artists/598', 'header_image_url': 'https://images.genius.com/a5b598b188817d5e96997957d02d84db.1000x562x1.jpg', 'id': 598, 'image_url': 'https://images.genius.com/dfcc9780593b91ddffeac4f927dbad2f.600x600x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Neil Young', 'url': 'https://genius.com/artists/Neil-young'}",1,,False,74753,/artists/598,https://images.genius.com/a5b598b188817d5e96997957d02d84db.1000x562x1.jpg,598,https://images.genius.com/dfcc9780593b91ddffeac4f927dbad2f.600x600x1.jpg,False,False,Neil Young,https://genius.com/artists/Neil-young,
1,/songs/2474456,Coldplay,Hymn for the Weekend (Seeb Remix) by Coldplay,https://images.genius.com/f63c0e555ad43bd4e8acc7bb399aee94.300x300x1.jpg,https://images.genius.com/f63c0e555ad43bd4e8acc7bb399aee94.1000x1000x1.jpg,2474456,126836,complete,/Coldplay-hymn-for-the-weekend-seeb-remix-lyrics,4,https://genius.com/Coldplay-hymn-for-the-weekend-seeb-remix-sample,"{'year': 2016, 'month': 5, 'day': 14}","May 14, 2016","May. 14, 2016",https://images.genius.com/f63c0e555ad43bd4e8acc7bb399aee94.300x300x1.jpg,https://images.genius.com/f63c0e555ad43bd4e8acc7bb399aee94.1000x1000x1.jpg,"{'unreviewed_annotations': 1, 'hot': False, 'pageviews': 60506}",Hymn for the Weekend (Seeb Remix),Hymn for the Weekend (Seeb Remix),https://genius.com/Coldplay-hymn-for-the-weekend-seeb-remix-lyrics,[],"{'api_path': '/artists/8351', 'header_image_url': 'https://images.genius.com/310ee675ff679bb138b220a3b18f64e5.1000x267x150.gif', 'id': 8351, 'image_url': 'https://images.genius.com/824478e8f9fa16aad016419b9aefbe77.640x640x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Coldplay', 'url': 'https://genius.com/artists/Coldplay'}",1,,False,60506,/artists/8351,https://images.genius.com/310ee675ff679bb138b220a3b18f64e5.1000x267x150.gif,8351,https://images.genius.com/824478e8f9fa16aad016419b9aefbe77.640x640x1.jpg,False,False,Coldplay,https://genius.com/artists/Coldplay,
6,/songs/2824906,Brantley Gilbert,The Weekend by Brantley Gilbert,https://images.genius.com/78ab743fe48a7bd9f469fb912b15f111.300x300x1.jpg,https://images.genius.com/78ab743fe48a7bd9f469fb912b15f111.1000x1000x1.jpg,2824906,93685,complete,/Brantley-gilbert-the-weekend-lyrics,3,https://genius.com/Brantley-gilbert-the-weekend-sample,"{'year': 2016, 'month': 7, 'day': 22}","July 22, 2016","Jul. 22, 2016",https://images.genius.com/fa6b8c37a77711d8243168542251d9cb.300x300x1.jpg,https://images.genius.com/fa6b8c37a77711d8243168542251d9cb.1000x1000x1.jpg,"{'unreviewed_annotations': 1, 'hot': False, 'pageviews': 58744}",The Weekend,The Weekend,https://genius.com/Brantley-gilbert-the-weekend-lyrics,[],"{'api_path': '/artists/22925', 'header_image_url': 'https://images.genius.com/b0ec64ecf7710773fbe81e6fdd531115.640x480x1.jpg', 'id': 22925, 'image_url': 'https://images.genius.com/9aaf308752d18f8b812d08aaed3f929a.400x400x1.png', 'is_meme_verified': False, 'is_verified': False, 'name': 'Brantley Gilbert', 'url': 'https://genius.com/artists/Brantley-gilbert'}",1,,False,58744,/artists/22925,https://images.genius.com/b0ec64ecf7710773fbe81e6fdd531115.640x480x1.jpg,22925,https://images.genius.com/9aaf308752d18f8b812d08aaed3f929a.400x400x1.png,False,False,Brantley Gilbert,https://genius.com/artists/Brantley-gilbert,
6,/songs/362201,Modern Baseball,The Weekend by Modern Baseball,https://images.genius.com/d7275d9e73665db767652f3b300ede39.300x300x1.jpg,https://images.genius.com/d7275d9e73665db767652f3b300ede39.1000x1000x1.jpg,362201,576415,complete,/Modern-baseball-the-weekend-lyrics,5,https://genius.com/Modern-baseball-the-weekend-sample,"{'year': 2012, 'month': 8, 'day': 20}","August 20, 2012","Aug. 20, 2012",https://images.genius.com/d7275d9e73665db767652f3b300ede39.300x300x1.jpg,https://images.genius.com/d7275d9e73665db767652f3b300ede39.1000x1000x1.jpg,"{'unreviewed_annotations': 5, 'hot': False, 'pageviews': 56459}",The Weekend,The Weekend,https://genius.com/Modern-baseball-the-weekend-lyrics,[],"{'api_path': '/artists/142540', 'header_image_url': 'https://images.genius.com/f874af962db87ec8160bc5cc8ddf6988.1000x364x1.png', 'id': 142540, 'image_url': 'https://images.genius.com/bea0e6e351e79dfacfb7a6d732c5db86.400x400x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Modern Baseball', 'url': 'https://genius.com/artists/Modern-baseball'}",5,,False,56459,/artists/142540,https://images.genius.com/f874af962db87ec8160bc5cc8ddf6988.1000x364x1.png,142540,https://images.genius.com/bea0e6e351e79dfacfb7a6d732c5db86.400x400x1.jpg,False,False,Modern Baseball,https://genius.com/artists/Modern-baseball,
11,/songs/2908639,6LACK,Just in time 4 the weekend by 6LACK,https://images.genius.com/34bbcec5eff2d01d58b02f006e51f129.300x300x1.jpg,https://images.genius.com/34bbcec5eff2d01d58b02f006e51f129.1000x1000x1.jpg,2908639,282633,complete,/6lack-just-in-time-4-the-weekend-lyrics,9,https://genius.com/6lack-just-in-time-4-the-weekend-sample,"{'year': 2016, 'month': 11, 'day': 14}","November 14, 2016","Nov. 14, 2016",https://images.genius.com/34bbcec5eff2d01d58b02f006e51f129.300x300x1.jpg,https://images.genius.com/34bbcec5eff2d01d58b02f006e51f129.1000x1000x1.jpg,"{'unreviewed_annotations': 6, 'hot': False, 'pageviews': 53370}",Just in time 4 the weekend,Just in time 4 the weekend,https://genius.com/6lack-just-in-time-4-the-weekend-lyrics,[],"{'api_path': '/artists/189848', 'header_image_url': 'https://images.genius.com/7e89d747617efbbf36d9b14317ad0a39.1000x800x1.jpg', 'id': 189848, 'image_url': 'https://images.genius.com/e60cd7e9083cb34a1d80f8f65c9edda0.776x776x1.png', 'is_meme_verified': False, 'is_verified': True, 'name': '6LACK', 'url': 'https://genius.com/artists/6lack', 'iq': 11687}",6,,False,53370,/artists/189848,https://images.genius.com/7e89d747617efbbf36d9b14317ad0a39.1000x800x1.jpg,189848,https://images.genius.com/e60cd7e9083cb34a1d80f8f65c9edda0.776x776x1.png,False,True,6LACK,https://genius.com/artists/6lack,11687.0
18,/songs/137656,Lana Del Rey,Young and Beautiful by Lana Del Rey,https://images.genius.com/7969674d9c2f3ea1c814dd22cd89ffff.300x161x1.jpg,https://images.genius.com/7969674d9c2f3ea1c814dd22cd89ffff.300x161x1.jpg,137656,147024,complete,/Lana-del-rey-young-and-beautiful-lyrics,387,https://genius.com/Lana-del-rey-young-and-beautiful-sample,"{'year': 2013, 'month': 4, 'day': 23}","April 23, 2013","Apr. 23, 2013",https://images.genius.com/d2dd4391c1a86d651bbbe663331db375.300x300x1.jpg,https://images.genius.com/d2dd4391c1a86d651bbbe663331db375.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'concurrents': 2, 'hot': False, 'pageviews': 1996409}",Young and Beautiful,Young and Beautiful,https://genius.com/Lana-del-rey-young-and-beautiful-lyrics,[],"{'api_path': '/artists/15740', 'header_image_url': 'https://images.genius.com/94022e00b28dec6a641ac736339c1783.1000x395x1.png', 'id': 15740, 'image_url': 'https://images.genius.com/d9ae11efe51228b7f00e88f1bc889450.887x887x1.webp', 'is_meme_verified': False, 'is_verified': False, 'name': 'Lana Del Rey', 'url': 'https://genius.com/artists/Lana-del-rey'}",0,2.0,False,1996409,/artists/15740,https://images.genius.com/94022e00b28dec6a641ac736339c1783.1000x395x1.png,15740,https://images.genius.com/d9ae11efe51228b7f00e88f1bc889450.887x887x1.webp,False,False,Lana Del Rey,https://genius.com/artists/Lana-del-rey,
11,/songs/64764,Lana Del Rey,Summertime Sadness by Lana Del Rey,https://images.genius.com/fc0c076b4e0397fae0c62813be8530b9.300x300x1.jpg,https://images.genius.com/fc0c076b4e0397fae0c62813be8530b9.1000x1000x1.jpg,64764,22825,complete,/Lana-del-rey-summertime-sadness-lyrics,388,https://genius.com/Lana-del-rey-summertime-sadness-sample,"{'year': 2012, 'month': 1, 'day': 27}","January 27, 2012","Jan. 27, 2012",https://images.genius.com/d6dca6f921831fcc89f235d066eaf449.300x300x1.jpg,https://images.genius.com/d6dca6f921831fcc89f235d066eaf449.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 1638277}",Summertime Sadness,Summertime Sadness,https://genius.com/Lana-del-rey-summertime-sadness-lyrics,[],"{'api_path': '/artists/15740', 'header_image_url': 'https://images.genius.com/94022e00b28dec6a641ac736339c1783.1000x395x1.png', 'id': 15740, 'image_url': 'https://images.genius.com/d9ae11efe51228b7f00e88f1bc889450.887x887x1.webp', 'is_meme_verified': False, 'is_verified': False, 'name': 'Lana Del Rey', 'url': 'https://genius.com/artists/Lana-del-rey'}",0,,False,1638277,/artists/15740,https://images.genius.com/94022e00b28dec6a641ac736339c1783.1000x395x1.png,15740,https://images.genius.com/d9ae11efe51228b7f00e88f1bc889450.887x887x1.webp,False,False,Lana Del Rey,https://genius.com/artists/Lana-del-rey,
16,/songs/8621374,Lana Del Rey,A&W by Lana Del Rey,https://images.genius.com/66fb253f8b1967a4720107259a056ab4.300x300x1.jpg,https://images.genius.com/66fb253f8b1967a4720107259a056ab4.1000x1000x1.jpg,8621374,8280771,complete,/Lana-del-rey-a-w-lyrics,63,https://genius.com/Lana-del-rey-a-w-sample,"{'year': 2023, 'month': 2, 'day': 14}","February 14, 2023","Feb. 14, 2023",https://images.genius.com/66fb253f8b1967a4720107259a056ab4.300x300x1.jpg,https://images.genius.com/66fb253f8b1967a4720107259a056ab4.1000x1000x1.jpg,"{'unreviewed_annotations': 3, 'concurrents': 4, 'hot': False, 'pageviews': 1313841}",A&W,A&W,https://genius.com/Lana-del-rey-a-w-lyrics,[],"{'api_path': '/artists/15740', 'header_image_url': 'https://images.genius.com/94022e00b28dec6a641ac736339c1783.1000x395x1.png', 'id': 15740, 'image_url': 'https://images.genius.com/d9ae11efe51228b7f00e88f1bc889450.887x887x1.webp', 'is_meme_verified': False, 'is_verified': False, 'name': 'Lana Del Rey', 'url': 'https://genius.com/artists/Lana-del-rey'}",3,4.0,False,1313841,/artists/15740,https://images.genius.com/94022e00b28dec6a641ac736339c1783.1000x395x1.png,15740,https://images.genius.com/d9ae11efe51228b7f00e88f1bc889450.887x887x1.webp,False,False,Lana Del Rey,https://genius.com/artists/Lana-del-rey,
8,/songs/2956717,Lana Del Rey,Love by Lana Del Rey,https://images.genius.com/0e7377a6bdd496a8ebe32db1a80f436d.300x300x1.png,https://images.genius.com/0e7377a6bdd496a8ebe32db1a80f436d.1000x1000x1.png,2956717,3195745,complete,/Lana-del-rey-love-lyrics,200,https://genius.com/Lana-del-rey-love-sample,"{'year': 2017, 'month': 2, 'day': 18}","February 18, 2017","Feb. 18, 2017",https://images.genius.com/06d1aa0f3f55029815eeb515d5639fc9.300x300x1.jpg,https://images.genius.com/06d1aa0f3f55029815eeb515d5639fc9.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'concurrents': 2, 'hot': False, 'pageviews': 1218690}",Love,Love,https://genius.com/Lana-del-rey-love-lyrics,[],"{'api_path': '/artists/15740', 'header_image_url': 'https://images.genius.com/94022e00b28dec6a641ac736339c1783.1000x395x1.png', 'id': 15740, 'image_url': 'https://images.genius.com/d9ae11efe51228b7f00e88f1bc889450.887x887x1.webp', 'is_meme_verified': False, 'is_verified': False, 'name': 'Lana Del Rey', 'url': 'https://genius.com/artists/Lana-del-rey'}",0,2.0,False,1218690,/artists/15740,https://images.genius.com/94022e00b28dec6a641ac736339c1783.1000x395x1.png,15740,https://images.genius.com/d9ae11efe51228b7f00e88f1bc889450.887x887x1.webp,False,False,Lana Del Rey,https://genius.com/artists/Lana-del-rey,
13,/songs/64755,Lana Del Rey,Video Games by Lana Del Rey,https://images.genius.com/7cdb682f7ce531172c90f78d9f0525f1.300x300x1.jpg,https://images.genius.com/7cdb682f7ce531172c90f78d9f0525f1.593x593x1.jpg,64755,22825,complete,/Lana-del-rey-video-games-lyrics,359,https://genius.com/Lana-del-rey-video-games-sample,"{'year': 2011, 'month': 10, 'day': 7}","October 7, 2011","Oct. 7, 2011",https://images.genius.com/81ac23201459f82652233c1297738090.300x300x1.png,https://images.genius.com/81ac23201459f82652233c1297738090.1000x1000x1.png,"{'unreviewed_annotations': 4, 'concurrents': 2, 'hot': False, 'pageviews': 1222219}",Video Games,Video Games,https://genius.com/Lana-del-rey-video-games-lyrics,[],"{'api_path': '/artists/15740', 'header_image_url': 'https://images.genius.com/94022e00b28dec6a641ac736339c1783.1000x395x1.png', 'id': 15740, 'image_url': 'https://images.genius.com/d9ae11efe51228b7f00e88f1bc889450.887x887x1.webp', 'is_meme_verified': False, 'is_verified': False, 'name': 'Lana Del Rey', 'url': 'https://genius.com/artists/Lana-del-rey'}",4,2.0,False,1222219,/artists/15740,https://images.genius.com/94022e00b28dec6a641ac736339c1783.1000x395x1.png,15740,https://images.genius.com/d9ae11efe51228b7f00e88f1bc889450.887x887x1.webp,False,False,Lana Del Rey,https://genius.com/artists/Lana-del-rey,
13,/songs/402524,Lana Del Rey,West Coast by Lana Del Rey,https://images.genius.com/6e4ef7bf03c62308fe9360270611b517.300x300x1.jpg,https://images.genius.com/6e4ef7bf03c62308fe9360270611b517.1000x1000x1.jpg,402524,287691,complete,/Lana-del-rey-west-coast-lyrics,460,https://genius.com/Lana-del-rey-west-coast-sample,"{'year': 2014, 'month': 4, 'day': 14}","April 14, 2014","Apr. 14, 2014",https://images.genius.com/5ba0f819e56eba942de527825fecdd63.300x300x1.jpg,https://images.genius.com/5ba0f819e56eba942de527825fecdd63.1000x1000x1.jpg,"{'unreviewed_annotations': 2, 'concurrents': 2, 'hot': False, 'pageviews': 1364748}",West Coast,West Coast,https://genius.com/Lana-del-rey-west-coast-lyrics,[],"{'api_path': '/artists/15740', 'header_image_url': 'https://images.genius.com/94022e00b28dec6a641ac736339c1783.1000x395x1.png', 'id': 15740, 'image_url': 'https://images.genius.com/d9ae11efe51228b7f00e88f1bc889450.887x887x1.webp', 'is_meme_verified': False, 'is_verified': False, 'name': 'Lana Del Rey', 'url': 'https://genius.com/artists/Lana-del-rey'}",2,2.0,False,1364748,/artists/15740,https://images.genius.com/94022e00b28dec6a641ac736339c1783.1000x395x1.png,15740,https://images.genius.com/d9ae11efe51228b7f00e88f1bc889450.887x887x1.webp,False,False,Lana Del Rey,https://genius.com/artists/Lana-del-rey,
12,/songs/61458,Lana Del Rey,Born To Die by Lana Del Rey,https://images.genius.com/77f5ccd2e440b0ea1021fb7021f0ec0b.300x300x1.jpg,https://images.genius.com/77f5ccd2e440b0ea1021fb7021f0ec0b.500x500x1.jpg,61458,7,complete,/Lana-del-rey-born-to-die-lyrics,364,https://genius.com/Lana-del-rey-born-to-die-sample,"{'year': 2011, 'month': 12, 'day': 30}","December 30, 2011","Dec. 30, 2011",https://images.genius.com/f9bbc194a5ec11e64b0e051771268385.300x300x1.png,https://images.genius.com/f9bbc194a5ec11e64b0e051771268385.1000x1000x1.png,"{'unreviewed_annotations': 5, 'hot': False, 'pageviews': 1163344}",Born To Die,Born To Die,https://genius.com/Lana-del-rey-born-to-die-lyrics,[],"{'api_path': '/artists/15740', 'header_image_url': 'https://images.genius.com/94022e00b28dec6a641ac736339c1783.1000x395x1.png', 'id': 15740, 'image_url': 'https://images.genius.com/d9ae11efe51228b7f00e88f1bc889450.887x887x1.webp', 'is_meme_verified': False, 'is_verified': False, 'name': 'Lana Del Rey', 'url': 'https://genius.com/artists/Lana-del-rey'}",5,,False,1163344,/artists/15740,https://images.genius.com/94022e00b28dec6a641ac736339c1783.1000x395x1.png,15740,https://images.genius.com/d9ae11efe51228b7f00e88f1bc889450.887x887x1.webp,False,False,Lana Del Rey,https://genius.com/artists/Lana-del-rey,
10,/songs/3037651,Lana Del Rey (Ft. The Weeknd),Lust for Life by Lana Del Rey (Ft. The Weeknd),https://images.genius.com/7ffd174f99aceb508120c72c0ffdc339.300x300x1.png,https://images.genius.com/7ffd174f99aceb508120c72c0ffdc339.1000x1000x1.png,3037651,104344,complete,/Lana-del-rey-lust-for-life-lyrics,154,https://genius.com/Lana-del-rey-lust-for-life-sample,"{'year': 2017, 'month': 4, 'day': 19}","April 19, 2017","Apr. 19, 2017",https://images.genius.com/be25aecf2e429fa608c04e77109acc43.300x300x1.jpg,https://images.genius.com/be25aecf2e429fa608c04e77109acc43.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 1162885}",Lust for Life,Lust for Life (Ft. The Weeknd),https://genius.com/Lana-del-rey-lust-for-life-lyrics,"[{'api_path': '/artists/2358', 'header_image_url': 'https://images.genius.com/25e5b8d1c8beb0a3cd62e550e14f83ca.1000x166x1.jpg', 'id': 2358, 'image_url': 'https://images.genius.com/1bab7f9dbd1216febc16d73ae4da9bd0.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'The Weeknd', 'url': 'https://genius.com/artists/The-weeknd', 'iq': 15739}]","{'api_path': '/artists/15740', 'header_image_url': 'https://images.genius.com/94022e00b28dec6a641ac736339c1783.1000x395x1.png', 'id': 15740, 'image_url': 'https://images.genius.com/d9ae11efe51228b7f00e88f1bc889450.887x887x1.webp', 'is_meme_verified': False, 'is_verified': False, 'name': 'Lana Del Rey', 'url': 'https://genius.com/artists/Lana-del-rey'}",0,,False,1162885,/artists/15740,https://images.genius.com/94022e00b28dec6a641ac736339c1783.1000x395x1.png,15740,https://images.genius.com/d9ae11efe51228b7f00e88f1bc889450.887x887x1.webp,False,False,Lana Del Rey,https://genius.com/artists/Lana-del-rey,
13,/songs/3965734,Lana Del Rey,Norman fucking Rockwell by Lana Del Rey,https://images.genius.com/eb4b2006ef1fa773c1418956ef8fb2d1.300x300x1.png,https://images.genius.com/eb4b2006ef1fa773c1418956ef8fb2d1.1000x1000x1.png,3965734,1947772,complete,/Lana-del-rey-norman-fucking-rockwell-lyrics,116,https://genius.com/Lana-del-rey-norman-fucking-rockwell-sample,"{'year': 2019, 'month': 8, 'day': 30}","August 30, 2019","Aug. 30, 2019",https://images.genius.com/eb4b2006ef1fa773c1418956ef8fb2d1.300x300x1.png,https://images.genius.com/eb4b2006ef1fa773c1418956ef8fb2d1.1000x1000x1.png,"{'unreviewed_annotations': 4, 'concurrents': 2, 'hot': False, 'pageviews': 1161140}",Norman fucking Rockwell,Norman fucking Rockwell,https://genius.com/Lana-del-rey-norman-fucking-rockwell-lyrics,[],"{'api_path': '/artists/15740', 'header_image_url': 'https://images.genius.com/94022e00b28dec6a641ac736339c1783.1000x395x1.png', 'id': 15740, 'image_url': 'https://images.genius.com/d9ae11efe51228b7f00e88f1bc889450.887x887x1.webp', 'is_meme_verified': False, 'is_verified': False, 'name': 'Lana Del Rey', 'url': 'https://genius.com/artists/Lana-del-rey'}",4,2.0,False,1161140,/artists/15740,https://images.genius.com/94022e00b28dec6a641ac736339c1783.1000x395x1.png,15740,https://images.genius.com/d9ae11efe51228b7f00e88f1bc889450.887x887x1.webp,False,False,Lana Del Rey,https://genius.com/artists/Lana-del-rey,
15,/songs/3615920,Lana Del Rey,​hope is a dangerous thing for a woman like me to have - but i have it by Lana Del Rey,https://images.genius.com/613a7f43c15fa82f0dc529759a76d755.300x300x1.png,https://images.genius.com/613a7f43c15fa82f0dc529759a76d755.1000x1000x1.png,3615920,1947772,complete,/Lana-del-rey-hope-is-a-dangerous-thing-for-a-woman-like-me-to-have-but-i-have-it-lyrics,151,https://genius.com/Lana-del-rey-hope-is-a-dangerous-thing-for-a-woman-like-me-to-have-but-i-have-it-sample,"{'year': 2019, 'month': 1, 'day': 9}","January 9, 2019","Jan. 9, 2019",https://images.genius.com/a434794ffe940082108d16d38953b8d1.300x300x1.jpg,https://images.genius.com/a434794ffe940082108d16d38953b8d1.1000x1000x1.jpg,"{'unreviewed_annotations': 1, 'concurrents': 2, 'hot': False, 'pageviews': 1006031}",​hope is a dangerous thing for a woman like me to have - but i have it,​hope is a dangerous thing for a woman like me to have - but i have it,https://genius.com/Lana-del-rey-hope-is-a-dangerous-thing-for-a-woman-like-me-to-have-but-i-have-it-lyrics,[],"{'api_path': '/artists/15740', 'header_image_url': 'https://images.genius.com/94022e00b28dec6a641ac736339c1783.1000x395x1.png', 'id': 15740, 'image_url': 'https://images.genius.com/d9ae11efe51228b7f00e88f1bc889450.887x887x1.webp', 'is_meme_verified': False, 'is_verified': False, 'name': 'Lana Del Rey', 'url': 'https://genius.com/artists/Lana-del-rey'}",1,2.0,False,1006031,/artists/15740,https://images.genius.com/94022e00b28dec6a641ac736339c1783.1000x395x1.png,15740,https://images.genius.com/d9ae11efe51228b7f00e88f1bc889450.887x887x1.webp,False,False,Lana Del Rey,https://genius.com/artists/Lana-del-rey,
8,/songs/3716416,Joji,SLOW DANCING IN THE DARK by Joji,https://images.genius.com/c40fc34f7d062bc9bd454a6d786a2adf.300x100x1.jpg,https://images.genius.com/c40fc34f7d062bc9bd454a6d786a2adf.1000x333x1.jpg,3716416,5466550,complete,/Joji-slow-dancing-in-the-dark-lyrics,450,https://genius.com/Joji-slow-dancing-in-the-dark-sample,"{'year': 2018, 'month': 9, 'day': 12}","September 12, 2018","Sep. 12, 2018",https://images.genius.com/4e80f6db69b69e16924ed12981b59a0a.300x300x1.png,https://images.genius.com/4e80f6db69b69e16924ed12981b59a0a.1000x1000x1.png,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 2858230}",SLOW DANCING IN THE DARK,SLOW DANCING IN THE DARK,https://genius.com/Joji-slow-dancing-in-the-dark-lyrics,[],"{'api_path': '/artists/630470', 'header_image_url': 'https://images.genius.com/53b67897a63d1dff1f369907168e4261.1000x1000x1.jpg', 'id': 630470, 'image_url': 'https://images.genius.com/d20ee1f900287060716f7594ccba7ea3.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Joji', 'url': 'https://genius.com/artists/Joji', 'iq': 20236}",0,,False,2858230,/artists/630470,https://images.genius.com/53b67897a63d1dff1f369907168e4261.1000x1000x1.jpg,630470,https://images.genius.com/d20ee1f900287060716f7594ccba7ea3.1000x1000x1.jpg,False,True,Joji,https://genius.com/artists/Joji,20236.0
